,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,draft_pick_int,draft_round_int,draft_team_id,position_id,lifetime_profit,seasons_played,mean_season_profit,nind
161,ayongu01,"April 1, 1985","Tepic, Mexico",1.3,53.6,0.0,50.4,135,14.7,4.7,4.4,5.1,53.6,,,,,,6-10,,Gustavo Ayon,Center and Power Forward,Right,250lb,0,0,-1,11,4761120,3,1587040.0,85
162,pendeje02,"April 29, 1987","Ontario, California",0.4,55.3,40.0,77.6,237,12.4,2.9,2.7,6.3,55.5,Arizona State University,31st overall,2nd round,Sacramento Kings,2009,6-9,"Etiwanda in Rancho Cucamonga, California",Jeff Ayres,Center and Power Forward,Right,240lb,31,2,4,11,7665293,6,1277548.8333333333,86
164,azubuke01,"December 16, 1983","London, United Kingdom",1.1,45.9,40.9,77.0,208,14.3,10.5,4.0,9.3,51.9,University of Kentucky,,,,,6-5,"Victory Christian in Tulsa, Oklahoma",Kelenna Azubuike,Shooting Guard and Small Forward,Right,220lb,0,0,-1,12,11681277,7,1668753.857142857,87
166,babbilu01,"June 20, 1989","Cincinnati, Ohio",0.6,40.8,40.2,74.7,381,10.1,4.8,2.2,7.2,53.2,"University of Nevada, Reno",16th overall,1st round,Minnesota Timberwolves,2010,6-9,"Galena in Reno, Nevada",Luke Babbitt,Small Forward and Power Forward,Left,225lb,16,1,30,6,11037632,7,1576804.5714285714,88
169,bacondw01,"August 30, 1995","Lakeland, Florida",0.9,43.2,37.7,76.1,96,8.8,5.1,2.2,1.1,48.7,Florida State University,40th overall,2nd round,New Orleans Pelicans,2017,6-7,"Oak Hill Academy in Mouth of Wilson, Virginia",Dwayne Bacon,Shooting Guard,Right,221lb,40,2,44,4,850189,1,850189.0,89
172,bagarda01,"February 7, 1980","Munich, Germany",0.4,36.1,0.0,55.9,95,7.0,2.6,2.5,-0.9,36.1,,24th overall,1st round,Chicago Bulls,2000,7-1,,Dalibor Bagaric,Center,Right,255lb,24,1,23,2,4252603,4,1063150.75,90
173,baglejo01,"April 23, 1960","Bridgeport, Connecticut",6.0,43.7,24.1,77.9,665,13.0,8.7,2.6,16.6,44.8,Boston College,12th overall,1st round,Cleveland Cavaliers,1982,6-0,"Warren Harding in Bridgeport, Connecticut",John Bagley,Point Guard,Right,185lb,12,1,35,3,4205002,9,467222.44444444444,91
177,baileja01,"May 21, 1957","Dublin, Georgia",0.8,48.4,7.7,70.3,595,13.0,8.8,5.0,16.3,48.4,Rutgers University,6th overall,1st round,Seattle SuperSonics,1979,6-9,"Xaverian in Westwood, Massachusetts",James Bailey,Power Forward,Right,220lb,6,1,32,0,1407227,3,469075.6666666667,92
178,baileth01,"April 7, 1961","Washington, District of Columbia",1.4,47.3,11.4,81.2,928,14.3,12.8,5.1,45.0,47.3,North Carolina State University,7th overall,1st round,Utah Jazz,1983,6-11,"Bladensburg in Bladensburg, Maryland",Thurl Bailey,Power Forward and Small Forward,Right,215lb,7,1,28,10,8332871,11,757533.7272727273,93
179,baileto01,"November 19, 1975","Los Angeles, California",0.6,40.7,20.0,69.2,73,11.0,3.3,1.7,1.0,41.4,"University of California, Los Angeles",45th overall,2nd round,Los Angeles Lakers,1998,6-6,"Loyola in Los Angeles, California",Toby Bailey,Shooting Guard,Right,213lb,45,2,6,4,857366,2,428683.0,94
180,bairsca01,"December 7, 1990","Brisbane, Australia",0.2,29.6,20.0,84.6,36,5.0,1.2,1.0,-0.1,30.6,University of New Mexico,49th overall,2nd round,Chicago Bulls,2014,6-9,"Australian Institute of Sport in Canberra, Australia",Cameron Bairstow,Center and Power Forward,Right,250lb,49,2,23,11,1409724,2,704862.0,95
185,bakerro01,"March 30, 1993","Hays, Kansas",1.8,35.8,26.5,70.7,96,7.4,3.1,1.4,0.2,41.7,Wichita State University,,,,,6-4,"Scott City in Scott City, Kansas",Ron Baker,Shooting Guard,Right,220lb,0,0,-1,4,5077978,2,2538989.0,96
186,bakervi01,"November 23, 1971","Lake Wales, Florida",1.9,48.5,21.5,63.8,791,16.3,15.0,7.4,47.0,48.7,University of Hartford,8th overall,1st round,Milwaukee Bucks,1993,6-11,"Old Saybrook in Old Saybrook, Connecticut",Vin Baker,Power Forward and Center,Right,232lb,8,1,2,1,101519412,17,5971730.117647059,97
188,balkmre01,"July 14, 1984","Staten Island, New York",0.6,51.0,17.2,54.2,221,14.3,4.0,3.5,7.2,51.8,University of South Carolina,20th overall,1st round,New York Knicks,2006,6-8,"Laurinburg Institute in Laurinburg, North Carolina",Renaldo Balkman,Small Forward and Power Forward,Right,208lb,20,1,11,6,11444638,7,1634948.2857142857,98
190,balllo01,"October 27, 1997","Anaheim, California",6.4,38.0,31.5,43.7,99,12.2,10.0,6.2,3.5,46.1,"University of California, Los Angeles",2nd overall,1st round,Los Angeles Lakers,2017,6-6,"Chino Hills in Chino Hills, California",Lonzo Ball,Point Guard,Right,190lb,2,1,6,3,6553055,1,6553055.0,99
191,ballagr01,"January 29, 1955","Los Angeles, California",2.2,47.2,33.8,78.7,802,15.7,12.4,6.1,54.0,47.7,University of Oregon,4th overall,1st round,Washington Bullets,1977,6-7,"Garey in Pomona, California",Greg Ballard,Small Forward,Right,215lb,4,1,36,9,907747,2,453873.5,100
194,banksge01,"May 15, 1959","Philadelphia, Pennsylvania",2.9,53.9,4.3,73.0,468,15.1,11.3,5.8,31.2,53.9,Duke University,28th overall,2nd round,San Antonio Spurs,1981,6-7,"West Philadelphia in Philadelphia, Pennsylvania",Gene Banks,Small Forward and Power Forward,Right,215lb,28,2,24,6,510771,2,255385.5,101
195,banksma01,"November 19, 1981","Las Vegas, Nevada",2.1,43.2,32.7,76.8,348,12.2,5.9,1.5,6.6,46.9,"University of Nevada, Las Vegas",13th overall,1st round,Memphis Grizzlies,2003,6-2,"Cimarron Memorial in Las Vegas, Nevada",Marcus Banks,Point Guard,Right,200lb,13,1,17,3,27243435,8,3405429.375,102
197,bannike01,"April 1, 1960","Baltimore, Maryland",0.4,48.8,0.0,49.2,253,8.9,5.9,3.5,0.6,48.8,"Indiana State University, Saint Augustine's College",156th overall,7th round,New York Knicks,1984,6-9,"Southwestern in Baltimore, Maryland",Ken Bannister,Power Forward,Right,235lb,15,7,11,0,891243,4,222810.75,103
200,barbole01,"November 28, 1982","Sao Paulo, Brazil",2.1,45.9,38.7,82.1,850,15.1,10.6,2.0,37.4,52.6,,28th overall,1st round,San Antonio Spurs,2003,6-3,,Leandro Barbosa,Point Guard and Shooting Guard,Right,194lb,28,1,24,14,48958359,14,3497025.6428571427,104
201,bardost01,"April 5, 1968","Henderson, Kentucky",1.3,32.9,10.0,69.6,33,8.1,2.2,1.8,-0.1,33.5,University of Illinois at Urbana-Champaign,41st overall,2nd round,Atlanta Hawks,1990,6-5,"Carbondale in Carbondale, Illinois",Steve Bardo,Shooting Guard,Right,190lb,41,2,34,4,390896,2,195448.0,105
202,bareajo01,"June 26, 1984","Mayaguez, Puerto Rico",3.9,42.4,35.1,79.2,802,14.5,9.0,2.1,23.1,48.5,Northeastern University,,,,,6-0,"Miami Christian School in Miami, Florida",J.J. Barea,Point Guard and Shooting Guard,Right,185lb,0,0,-1,14,34257466,12,2854788.8333333335,106
203,bargnan01,"October 26, 1985","Rome, Italy",1.2,43.9,35.4,82.4,550,14.4,14.3,4.6,18.9,48.6,,1st overall,1st round,Toronto Raptors,2006,7-0,,Andrea Bargnani,Power Forward and Center,Right,245lb,1,1,13,1,76635987,11,6966907.909090909,107
206,barklch01,"February 20, 1963","Leeds, Alabama",3.9,54.1,26.6,73.5,1073,24.6,22.1,11.7,177.2,55.8,Auburn University,5th overall,1st round,Philadelphia 76ers,1984,6-6,"Leeds in Leeds, Alabama",Charles Barkley,Small Forward and Power Forward,Right,252lb,5,1,31,6,45456592,15,3030439.466666667,108
207,barkler01,"February 21, 1978","Queens, New York",1.5,35.6,26.7,90.0,27,9.9,2.9,0.8,0.2,37.8,St. John's University,28th overall,1st round,Portland Trail Blazers,2000,6-1,"Maine Central Institute in Pittsfield, Maine",Erick Barkley,Point Guard,Right,177lb,28,1,0,3,2118868,3,706289.3333333334,109
209,barneha02,"May 30, 1992","Ames, Iowa",1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50.0,University of North Carolina,7th overall,1st round,Golden State Warriors,2012,6-8,"Ames in Ames, Iowa",Harrison Barnes,Power Forward and Small Forward,Right,225lb,7,1,26,10,60327384,6,10054564.0,110
213,barnema02,"March 9, 1980","Santa Clara, California",1.8,43.6,33.5,74.5,929,12.7,8.2,4.6,42.8,51.3,"University of California, Los Angeles",46th overall,2nd round,Memphis Grizzlies,2002,6-7,"Del Campo in Sacramento, California",Matt Barnes,Small Forward and Power Forward,Right,226lb,46,2,17,6,32739433,16,2046214.5625,111
223,barrean01,"February 21, 1982","Bronx, New York",2.0,36.9,24.6,72.7,67,9.6,3.3,1.1,0.4,40.5,Seton Hall University,,,,,5-10,"Rice in New York, New York",Andre Barrett,Point Guard,Right,172lb,0,0,-1,3,1177722,2,588861.0,112
226,barroea01,"August 14, 1981","Clarksdale, Mississippi",0.5,37.1,16.7,70.2,140,8.6,4.6,3.5,-0.6,37.3,University of Memphis,,,,,7-0,"Clarksdale in Clarksdale, Mississippi",Earl Barron,Center,Right,250lb,0,0,-1,2,3082414,7,440344.85714285716,113
227,barroda01,"April 13, 1967","Boston, Massachusetts",3.3,46.0,41.1,85.8,850,16.4,10.5,1.9,49.6,53.6,Boston College,16th overall,1st round,Seattle SuperSonics,1989,5-11,"Xaverian in Westwood, Massachusetts",Dana Barros,Point Guard and Shooting Guard,Right,163lb,16,1,32,14,26672181,12,2222681.75,114
228,barrybr01,"December 31, 1971","Hempstead, New York",3.2,46.0,40.5,82.3,912,15.7,9.3,3.0,70.5,57.0,Oregon State University,15th overall,1st round,Denver Nuggets,1995,6-6,"De La Salle Catholic in Concord, California",Brent Barry,Small Forward and Shooting Guard,Right,185lb,15,1,3,16,55731298,15,3715419.8666666667,115
229,barrydr01,"February 17, 1973","Oakland, California",1.9,41.7,38.1,77.4,60,9.8,2.2,1.1,0.6,53.4,Georgia Institute of Technology,57th overall,2nd round,Seattle SuperSonics,1996,6-5,"De La Salle Catholic in Concord, California",Drew Barry,Shooting Guard and Point Guard,Right,191lb,5,2,32,13,430261,2,215130.5,116
230,barryjo01,"July 25, 1969","Oakland, California",2.2,43.4,39.2,84.8,821,14.7,5.7,1.8,37.2,52.4,"University of the Pacific, Georgia Institute of Technology",21st overall,1st round,Boston Celtics,1992,6-4,"De La Salle Catholic in Concord, California",Jon Barry,Shooting Guard,Right,195lb,21,1,19,4,20665401,14,1476100.0714285714,117
234,bartowi01,"January 6, 1991","Baltimore, Maryland",2.4,43.1,34.1,78.8,438,14.4,10.5,3.9,16.4,48.9,University of Memphis,40th overall,2nd round,Portland Trail Blazers,2012,6-6,"Brewster Academy in Wolfeboro, New Hampshire",Will Barton,Shooting Guard,Right,190lb,40,2,0,4,13190536,6,2198422.6666666665,118
235,basdeed01,"February 15, 1983","New York, New York",0.4,40.5,14.3,80.0,19,10.3,2.1,1.5,0.2,41.9,University of North Carolina at Charlotte,,,,,6-5,"Eleanor Roosevelt in Greenbelt, Maryland",Eddie Basden,Small Forward,Right,215lb,0,0,-1,9,415666,1,415666.0,119
237,bassbr01,"April 30, 1985","Baton Rouge, Louisiana",0.8,49.9,20.7,83.2,758,15.3,8.7,4.5,42.8,50.0,Louisiana State University,33rd overall,2nd round,New Orleans Hornets,2005,6-8,"Capitol in Baton Rouge, Louisiana",Brandon Bass,Power Forward and Center,Right,250lb,33,2,22,1,40456774,12,3371397.8333333335,120
239,bastoma01,"May 29, 1975","Corsicana, Texas",0.2,61.6,37.5,74.0,105,14.4,2.7,1.7,2.3,62.5,University of Michigan,58th overall,2nd round,Chicago Bulls,1998,6-9,"H. Grady Spruce in Dallas, Texas",Maceo Baston,Power Forward,Right,215lb,5,2,23,0,5515197,5,1103039.4,121
240,bateeme01,"November 20, 1975","Beijing, China",0.6,39.1,33.3,74.4,46,6.4,3.4,2.5,-0.1,40.7,,,,,,6-11,,Mengke Bateer,Center,Right,290lb,0,0,-1,2,1197844,2,598922.0,122
243,batises01,"September 2, 1983","Montevideo, Uruguay",0.2,43.8,0.0,61.7,70,7.9,1.7,2.5,0.3,43.8,,,,,,6-10,,Esteban Batista,Power Forward,Left,270lb,0,0,-1,0,1108031,2,554015.5,123
244,batismi01,"November 21, 1977","Long Beach, California",0.7,42.2,22.2,78.4,75,12.2,6.4,3.4,0.8,44.1,Arizona State University,,,,,6-8,"Wilson in Long Beach, California",Mike Batiste,Power Forward,Right,225lb,0,0,-1,0,364271,1,364271.0,124
245,battito01,"February 11, 1976","Dallas, Texas",0.6,48.8,16.2,69.0,837,12.6,6.1,5.1,36.4,49.0,Texas Tech University,5th overall,1st round,Denver Nuggets,1997,6-11,"South Oak Cliff in Dallas, Texas",Tony Battie,Center and Power Forward,Right,230lb,5,1,3,11,60046070,15,4003071.3333333335,125
246,battish01,"September 9, 1978","Birmingham, Michigan",1.8,43.7,38.4,74.3,977,12.6,8.6,4.2,75.7,52.9,Duke University,6th overall,1st round,Memphis Grizzlies,2001,6-8,"Detroit Country Day School in Beverly Hills, Michigan",Shane Battier,Small Forward and Shooting Guard,Right,220lb,6,1,17,16,58967675,13,4535975.0,126
247,battljo01,"November 9, 1962","Washington, District of Columbia",2.1,46.4,27.3,79.3,612,13.7,8.7,1.3,17.9,47.1,Rutgers University,84th overall,4th round,Atlanta Hawks,1985,6-2,"McKinley in Washington, District of Columbia",John Battle,Shooting Guard,Right,175lb,8,4,34,4,5389159,8,673644.875,127
248,battlke01,"October 10, 1964","Aurora, Illinois",0.8,50.4,13.3,72.5,134,12.5,4.7,2.4,3.7,50.8,"Northern Illinois University, University of Illinois at Urbana-Champaign",27th overall,1st round,Detroit Pistons,1989,6-6,"West Aurora in Aurora, Illinois",Kenny Battle,Shooting Guard,Left,210lb,27,1,10,4,510770,2,255385.0,128
251,batumni01,"December 14, 1988","Lisieux, France",3.8,43.5,35.8,84.1,767,14.9,11.8,5.3,54.1,51.9,,25th overall,1st round,Houston Rockets,2008,6-8,,Nicolas Batum,Small Forward and Shooting Guard,Right,200lb,25,1,41,16,98987948,10,9898794.8,129
254,baxtelo01,"January 27, 1979","Silver Spring, Maryland",0.2,46.6,20.0,65.7,162,11.6,3.9,2.9,2.9,46.7,University of Maryland,44th overall,2nd round,Chicago Bulls,2002,6-8,"Hargrave Military Academy in Chatham, Virginia",Lonny Baxter,Power Forward and Center,Right,260lb,44,2,23,1,2370250,4,592562.5,130
255,bayleje01,"August 20, 1988","Phoenix, Arizona",2.9,41.1,36.1,81.8,586,12.2,8.4,2.1,18.6,47.1,University of Arizona,11th overall,1st round,Indiana Pacers,2008,6-3,"Saint Mary's in Phoenix, Arizona",Jerryd Bayless,Point Guard and Shooting Guard,Right,200lb,11,1,37,14,41727547,10,4172754.7,131
258,baynear01,"December 9, 1986","Gisborne, New Zealand",0.7,49.8,28.1,80.8,427,14.0,5.4,4.4,17.0,50.5,Washington State University,,,,,6-10,,Aron Baynes,Center,Right,260lb,0,0,-1,2,21468090,6,3578015.0,132
259,bazarse01,"March 16, 1965","Moscow, Russia",1.4,50.0,16.7,77.8,10,13.6,3.0,0.7,0.2,52.3,,,,,,6-2,,Sergei Bazarevich,Point Guard,Right,168lb,0,0,-1,3,175121,1,175121.0,133
260,bazemke01,"July 1, 1989","Kelford, North Carolina",1.9,41.9,35.2,71.9,483,12.2,8.7,3.1,11.0,48.9,Old Dominion University,,,,,6-5,"Bertie in Windsor, North Carolina",Kent Bazemore,Small Forward and Shooting Guard,Left,201lb,0,0,-1,16,39509678,6,6584946.333333333,134
262,bealbr01,"June 28, 1993","St. Louis, Missouri",3.7,45.2,38.4,79.8,488,17.1,19.8,3.9,36.4,51.9,University of Florida,3rd overall,1st round,Washington Wizards,2012,6-5,"Chaminade College Preparatory School in St. Louis, Missouri",Bradley Beal,Shooting Guard,Right,207lb,3,1,51,4,67280903,6,11213483.833333334,135
269,beaslma01,"November 26, 1996","Atlanta, Georgia",0.8,46.1,38.8,78.9,165,13.0,7.2,1.7,5.0,56.2,Florida State University,19th overall,1st round,Denver Nuggets,2016,6-5,"Saint Francis in Alpharetta, Georgia",Malik Beasley,Shooting Guard,Right,195lb,19,1,3,4,3469036,2,1734518.0,136
270,beaslmi01,"January 9, 1989","Cheverly, Maryland",1.3,46.5,34.9,75.9,609,15.6,12.4,4.7,15.6,48.7,Kansas State University,2nd overall,1st round,Miami Heat,2008,6-9,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Michael Beasley,Power Forward and Small Forward,Left,235lb,2,1,18,10,38244850,13,2941911.5384615385,137
272,beaubro01,"February 24, 1988","Pointe-a-Pitre, Guadeloupe",2.1,43.9,32.5,81.0,182,14.5,7.1,1.9,4.8,49.6,,25th overall,1st round,Oklahoma City Thunder,2009,6-0,,Rodrigue Beaubois,Point Guard,Right,170lb,25,1,9,3,5937014,4,1484253.5,138
274,beckco01,"May 27, 1971","Memphis, Tennessee",1.4,45.1,60.0,68.4,88,9.1,2.7,1.4,0.5,45.9,"South Plains College, University of Arkansas",,,,,6-1,"Fairley in Memphis, Tennessee",Corey Beck,Point Guard,Right,190lb,0,0,-1,3,726807,2,363403.5,139
279,bedfowi01,"December 14, 1963","Memphis, Tennessee",0.5,41.6,31.8,60.5,238,9.7,4.1,2.4,0.9,41.9,University of Memphis,6th overall,1st round,Phoenix Suns,1986,7-0,"Melrose in Memphis, Tennessee",William Bedford,Center,Right,225lb,6,1,14,2,4169563,5,833912.6,140
283,belinma01,"March 25, 1986","San Giovanni Persiceto, Italy",1.7,42.5,37.6,84.7,803,12.3,10.0,2.1,29.6,51.2,,18th overall,1st round,Golden State Warriors,2007,6-5,,Marco Belinelli,Shooting Guard and Small Forward,Right,210lb,18,1,26,12,39014333,12,3251194.4166666665,141
284,bellch01,"March 12, 1979","Flint, Michigan",2.3,41.2,36.1,76.9,376,11.2,8.5,2.2,12.5,48.8,Michigan State University,,,,,6-3,"Flint Southwestern Academy in Flint, Michigan",Charlie Bell,Shooting Guard,Right,200lb,0,0,-1,4,20924733,8,2615591.625,142
286,belljo01,"January 7, 1995","Los Angeles, California",1.4,57.0,0.0,64.7,125,15.5,3.9,3.1,4.5,57.0,University of Oregon,38th overall,2nd round,Chicago Bulls,2017,6-9,"Long Beach Poly in Long Beach, California",Jordan Bell,Center,Right,224lb,38,2,23,2,850189,1,850189.0,143
287,bellra01,"September 19, 1976","St. Croix, U.S. VirgIslands",1.7,43.4,40.6,79.9,706,10.9,9.9,2.8,32.7,51.4,"Boston University, Florida International University",,,,,6-5,"Killian in Miami, Florida",Raja Bell,Shooting Guard,Right,204lb,0,0,-1,4,38184834,12,3182069.5,144
288,belltr01,"November 10, 1980","Minneapolis, Minnesota",0.7,22.2,0.0,100.0,6,-4.5,1.8,0.7,-0.2,22.2,Boston College,16th overall,1st round,Boston Celtics,2003,6-1,"Academy of Holy Angels in Richfield, Minnesota",Troy Bell,Point Guard,Right,180lb,16,1,19,3,4321378,3,1440459.3333333333,145
291,bembrde01,"July 4, 1994","Charlotte, North Carolina",1.9,44.5,28.1,60.5,146,10.0,6.3,3.3,0.8,48.2,Saint Joseph's University,21st overall,1st round,Atlanta Hawks,2016,6-6,"The Patrick School in Elizabeth, New Jersey",DeAndre' Bembry,Shooting Guard and Small Forward,Right,210lb,21,1,34,12,3196971,2,1598485.5,146
294,bendedr01,"November 17, 1997","Capljina, Bosnia and Herzegovina",1.2,39.4,32.1,64.7,171,7.4,5.3,3.8,0.2,49.4,,4th overall,1st round,Phoenix Suns,2016,7-1,,Dragan Bender,Power Forward,Right,225lb,4,1,14,0,9115836,2,4557918.0,147
295,bendejo01,"January 30, 1981","Picayune, Mississippi",0.6,41.7,34.0,76.3,262,10.9,5.5,2.2,3.8,45.8,,5th overall,1st round,Toronto Raptors,1999,6-11,"Picayune Memorial in Picayune, Mississippi",Jonathan Bender,Small Forward,Right,202lb,5,1,13,9,31970289,8,3996286.125,148
297,benjabe01,"November 22, 1964","Monroe, Louisiana",1.3,49.7,4.8,72.1,807,14.8,11.4,7.5,32.7,49.7,Creighton University,3rd overall,1st round,Los Angeles Clippers,1985,7-0,"Carroll in Monroe, Louisiana",Benoit Benjamin,Center,Right,250lb,3,1,21,2,23980342,11,2180031.090909091,149
298,benjaco01,"February 24, 1978","Compton, California",0.9,39.0,28.9,65.2,153,8.9,5.5,1.7,-0.9,42.5,Oregon State University,28th overall,1st round,Chicago Bulls,1998,6-6,"Fontana in Fontana, California",Corey Benjamin,Shooting Guard and Point Guard,Right,200lb,28,1,23,13,2069312,3,689770.6666666666,150
299,bennean01,"March 14, 1993","Toronto, Canada",0.5,39.2,26.1,67.0,151,10.2,4.4,3.1,0.5,42.0,"University of Nevada, Las Vegas",1st overall,1st round,Cleveland Cavaliers,2013,6-8,"Findlay College Prep in Henderson, Nevada",Anthony Bennett,Power Forward,Right,245lb,1,1,35,0,17200676,5,3440135.2,151
301,bennema01,"August 1, 1973","Denton, Texas",0.4,53.4,33.3,51.1,68,18.2,4.0,2.7,1.9,53.6,Arizona State University,27th overall,1st round,Phoenix Suns,1995,6-6,"Denton in Denton, Texas",Mario Bennett,Power Forward and Small Forward,Right,235lb,27,1,14,10,2019631,4,504907.75,152
304,benneto01,"June 1, 1969","Green Bay, Wisconsin",2.0,41.2,33.5,73.2,152,9.5,3.5,1.0,1.6,46.4,University of Wisconsin-Green Bay,35th overall,2nd round,Charlotte Hornets,1992,6-0,"Preble in Green Bay, Wisconsin",Tony Bennett,Point Guard,Right,175lb,35,2,55,3,569144,3,189714.66666666666,153
305,bennewi01,"February 9, 1965","Louisville, Kentucky",0.9,42.5,0.0,69.4,136,8.4,4.8,3.0,1.7,42.5,University of Kentucky,64th overall,3rd round,Cleveland Cavaliers,1988,6-7,"Male in Louisville, Kentucky",Winston Bennett,Small Forward,Right,210lb,6,3,35,9,1094510,2,547255.0,154
306,benoida01,"May 9, 1968","Lafayette, Louisiana",0.6,43.8,31.9,79.5,492,12.0,7.0,4.0,16.9,47.2,University of Alabama,,,,,6-8,"Lafayette in Lafayette, Louisiana",David Benoit,Small Forward,Right,220lb,0,0,-1,9,5621713,8,702714.125,155
308,bensoke01,"December 27, 1954","New Castle, Indiana",1.8,49.3,20.6,75.7,680,14.2,9.1,5.7,33.6,49.4,Indiana University,1st overall,1st round,Milwaukee Bucks,1977,6-10,"Chrysler in New Castle, Indiana",Kent Benson,Center,Right,235lb,1,1,2,2,1334259,4,333564.75,156
313,berryri01,"October 6, 1964","Lansing, Michigan",1.3,45.0,40.6,78.9,64,13.1,11.0,3.1,2.4,50.7,"Oregon State University, San Jose State University",18th overall,1st round,Sacramento Kings,1988,6-8,"Live Oak in Morgan Hill, California",Ricky Berry,Shooting Guard,Right,205lb,18,1,4,4,312717,1,312717.0,157
314,berrywa01,"May 14, 1964","New York, New York",1.4,53.9,20.0,63.8,205,16.6,14.1,4.7,8.2,54.0,St. John's University,14th overall,1st round,Portland Trail Blazers,1986,6-8,"Benjamin Franklin in New York, New York",Walter Berry,Power Forward and Small Forward,Left,215lb,14,1,0,10,625434,2,312717.0,158
